Hired in Q1 2023?,Company Name,Location City,Location State,Description,Website,Industry,Company Size
,"Palski & Associates, Inc",Colorado Springs,Colorado,"Palski & Associates is a systems engineering and technical assistance company, primarily serving the aerospace industry. We provide systems engineering and technical assistance (SETA) from highly skilled satellite engineers.",http://palski.com/,Aviation/Aerospace,1-100
,Pandora Media LLC,"Boulder, CO; Oakland, CA; Atlanta, GA","Colorado, California, Georgia",Music streaming service,https://www.pandora.com/,Music/Entertainment,2000+
,Panorama Education,Boston,Massachusettes,"Panorama Education partners with K-12 schools and districts across the country to collect and analyze data about social-emotional learning, school climate, family engagement, and more. With research-backed surveys and a leading technology platform, Panorama helps educators act on data and improve student outcomes. Panorama supports more than 10 million students in 17,000 schools and 1,500 districts across 49 states, including those in the New York City Department of Education, Dallas Independent School District, Seattle Public Schools, and San Francisco Unified School District.",http://www.panoramaed.com,EdTech/Education,100-500
,Peaksware Holdings LLC,Boulder,Colorado,We help people achieve their best through deliberate practice.,https://www.peaksware.com/,Computer Software,1-100
,Pearson,"Denver, CO; Austin, TX; Iowa City, IA","Colorado, Iowa, Texas",Personalize the learning experience and improve results for each student with MyLab and Mastering.,https://www.pearson.com/,EdTech/Education,2000+
,Peerfit,Remote,Remote,"A wellness benefit for businesses and group workout programs.

**Looking for a person who is a self-starter (remote work), is personable, will say ""I don't know but I will figure it out"", is very trustworthy, self motivated, team player, is great with communication, asks questions and asks for help.**",https://peerfit.com/,Medtech/Healthcare,1-100
,Perchwell,New York,New York,"Perchwell is a market intelligence, search and collaboration solution for real estate professionals and their clients. As a complete workflow solution, Perchwell allows agents to provide differentiated service to clients more efficiently and grow their businesses as a result. 

Perchwell is built on a comprehensive database of real estate data constructed from myriad public and private sources. Together, these data provide a rich foundation for evaluating the market and help professionals develop hyper-personalized, actionable insights in seconds. ",https://www.perchwell.com,Publishing,1-100
,PhET Interactive Simulations,Boulder,Colorado,"Founded in 2002 by Nobel Laureate Carl Wieman, the PhET Interactive Simulations project at the University of Colorado Boulder creates interactive math and science simulations that are free for teachers. 

PhET has a Partnership Program, benefitting 50+ education companies around the world. ",http://phet.colorado.edu,EdTech/Education,1-100
,Pico,"New York, NY; Denver, CO","Colorado, New York","Pico is a leading provider of technology services for the financial markets community. Pico provides a best-in-class portfolio of innovative, transparent, low-latency markets solutions coupled with an agile and expert service delivery model. Instant access to financial markets is provided via PicoNet™, a globally comprehensive network platform instrumented natively with Corvil analytics and telemetry. Clients choose Pico when they want the freedom to move fast and create an operational edge in the fast-paced world of financial markets.
",https://www.pico.net,FinTech/Finance,100-500
,Pinnacol Assurance,Denver,Colorado,"For more than 100 years, we’ve been caring for people by doing work that matters — delivering workers’compensation insurance. 

We embrace innovation and know that what was good enough for yesterday isn’t good enough for today, and what’s good enough for today isn’t good enough for tomorrow.

If you inspire us with your passion for people, you’ll have a chance to impact lives and we’ll move together toward the future. And the view in Colorado isn’t bad, either. 

Are you an extraordinary person who can help us do extraordinary work?",http://www.pinnacol.com,Insurance,500-2000
,Pinterest,San Francisco,California,People use Pinterest to discover ideas to try in their daily lives.,https://www.pinterest.com/,Internet,2000+
,Pipeline Equity,Denver,Colorado,"Pipeline makes gender equity achievable within organizations, driving improved business performance and
success metrics.",https://www.pipelineequity.com/,Information Technology,1-100
,Piranha Brands,Littleton,Colorado,"Piranha Brands, is a group of long-time healthcare apparel experts and technology specialists with over 25 years of experience.

Our business started with our Colorado retail stores that specialize in scrub apparel, and then as the market evolved and customer needs changed, we took our scrub expertise and expanded our business to the promotional products industry, and then to Amazon, where we became the #1 seller of scrub apparel.

 As the group order needs have grown over the last few years and employees desire a more individualized and simpler experience, we have married our scrub expertise with technology experts in our TopStitch Scrubs division. With our TopStitch group, we simplify and modernize the ways groups order, individualize, and receive healthcare apparel. In 2022, we acquired Lifethreads, a scrub manufacturer and technology-enabled solution provider for custom web stores for hospitals.",https://www.piranhabrands.com/,Apparel/Fashion,1-100
